frame_info.encap_type,frame_info.time,frame_info.time_epoch,frame_info.number,frame_info.len,frame_info.cap_len,eth.type,ip.version,ip.hdr_len,ip.tos,ip.id,ip.flags,ip.flags.rb,ip.flags.df,ip.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,ip.len,ip.dsfield,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.len,tcp.hdr_len,tcp.flags,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.window_size,tcp.checksum,tcp.urgent_pointer,tcp.options.mss_val
1,"Aug 11, 2024 01:53:42.341245000 EDT",1723355622.341245000,74,54,54,0x0800,4,20,,0x0000,0x02,0,1,0,0,64,6,0xbafb,192.168.255.129,192.168.255.1,40,0x00,62301,63019,1,1,0,20,0x0014,0,0,1,0,1,0,0,0,0xd964,0,
1,"Aug 11, 2024 01:53:42.341277000 EDT",1723355622.341277000,75,54,54,0x0800,4,20,,0x0000,0x02,0,1,0,0,64,6,0xbafb,192.168.255.129,192.168.255.1,40,0x00,50201,63019,1,1,0,20,0x0014,0,0,1,0,1,0,0,0,0xdccc,0,
1,"Aug 11, 2024 01:53:42.341310000 EDT",1723355622.341310000,76,54,54,0x0800,4,20,,0x0000,0x02,0,1,0,0,64,6,0xbafb,192.168.255.129,192.168.255.1,40,0x00,6404,63019,1,1,0,20,0x0014,0,0,1,0,1,0,0,0,0x9a9b,0,
1,"Aug 11, 2024 01:53:42.341347000 EDT",1723355622.341347000,77,54,54,0x0800,4,20,,0x0000,0x02,0,1,0,0,64,6,0xbafb,192.168.255.129,192.168.255.1,40,0x00,39911,63019,1,1,0,20,0x0014,0,0,1,0,1,0,0,0,0x2f52,0,
1,"Aug 11, 2024 01:53:42.341383000 EDT",1723355622.341383000,78,54,54,0x0800,4,20,,0x0000,0x02,0,1,0,0,64,6,0xbafb,192.168.255.129,192.168.255.1,40,0x00,12286,63019,1,1,0,20,0x0014,0,0,1,0,1,0,0,0,0x1f62,0,
1,"Aug 11, 2024 01:53:42.354265000 EDT",1723355622.354265000,79,60,60,0x0800,4,20,,0x85b4,0x00,0,0,0,0,254,6,0xb746,192.168.255.1,192.168.255.129,40,0x00,63019,62301,1,0,0,20,0x0004,0,0,1,0,0,0,0,1200,0xd4c4,0,
1,"Aug 11, 2024 01:53:42.363181000 EDT",1723355622.363181000,80,60,60,0x0800,4,20,,0x096f,0x00,0,0,0,0,254,6,0x338c,192.168.255.1,192.168.255.129,40,0x00,63019,58900,1,0,0,20,0x0004,0,0,1,0,0,0,0,1200,0xbccc,0,
1,"Aug 11, 2024 01:53:42.374384000 EDT",1723355622.374384000,81,60,60,0x0800,4,20,,0xeeb7,0x00,0,0,0,0,254,6,0x4e43,192.168.255.1,192.168.255.129,40,0x00,63019,29198,1,0,0,20,0x0004,0,0,1,0,0,0,0,1200,0x392c,0,
1,"Aug 11, 2024 01:53:42.384467000 EDT",1723355622.384467000,82,60,60,0x0800,4,20,,0x1e57,0x00,0,0,0,0,254,6,0x1ea4,192.168.255.1,192.168.255.129,40,0x00,63019,6404,1,0,0,20,0x0004,0,0,1,0,0,0,0,1200,0x95fb,0,
1,"Aug 11, 2024 01:53:42.394406000 EDT",1723355622.394406000,83,60,60,0x0800,4,20,,0xc339,0x00,0,0,0,0,254,6,0x79c1,192.168.255.1,192.168.255.129,40,0x00,63019,50201,1,0,0,20,0x0004,0,0,1,0,0,0,0,1200,0xd82c,0,
1,"Aug 11, 2024 01:53:42.405445000 EDT",1723355622.405445000,84,60,60,0x0800,4,20,,0x6ed1,0x00,0,0,0,0,254,6,0xce29,192.168.255.1,192.168.255.129,40,0x00,63019,39911,1,0,0,20,0x0004,0,0,1,0,0,0,0,1200,0x2ab2,0,
1,"Aug 11, 2024 01:53:42.415566000 EDT",1723355622.415566000,85,60,60,0x0800,4,20,,0x2b85,0x00,0,0,0,0,254,6,0x1176,192.168.255.1,192.168.255.129,40,0x00,63019,12286,1,0,0,20,0x0004,0,0,1,0,0,0,0,1200,0x1ac2,0,
1,"Aug 11, 2024 01:53:42.426299000 EDT",1723355622.426299000,86,60,60,0x0800,4,20,,0x2521,0x00,0,0,0,0,254,6,0x17da,192.168.255.1,192.168.255.129,40,0x00,63019,2682,0,0,0,20,0x0002,0,1,0,0,0,0,0,1024,0xa308,0,
