,frame_info.len,frame_info.cap_len,ip.flags,ip.flags.df,ip.ttl,ip.proto,ip.checksum,ip.len,ip.dsfield,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.hdr_len,tcp.flags,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.window_size,tcp.checksum
20,60,60,0.0,0,47,6,46383.0,44,0.0,34500,24721,0,0,24,2.0,0,1,0,0,0,0,0,1024,29828.0
21,54,54,2.0,1,64,6,47737.0,40,0.0,56708,34500,1,1,20,20.0,0,0,1,0,1,0,0,0,4922.0
22,54,54,2.0,1,64,6,47737.0,40,0.0,24721,34500,1,1,20,20.0,0,0,1,0,1,0,0,0,36909.0
23,60,60,0.0,0,45,6,23818.0,44,0.0,34500,46378,0,0,24,2.0,0,1,0,0,0,0,0,1024,8171.0
24,60,60,0.0,0,55,6,31883.0,44,0.0,34500,8899,0,0,24,2.0,0,1,0,0,0,0,0,1024,45650.0
25,54,54,2.0,1,64,6,47737.0,40,0.0,46378,34500,1,1,20,20.0,0,0,1,0,1,0,0,0,15252.0
26,54,54,2.0,1,64,6,47737.0,40,0.0,8899,34500,1,1,20,20.0,0,0,1,0,1,0,0,0,52731.0
27,60,60,0.0,0,55,6,55286.0,44,0.0,34500,23884,0,0,24,2.0,0,1,0,0,0,0,0,1024,30665.0
28,60,60,0.0,0,52,6,35126.0,44,0.0,34500,57493,0,0,24,2.0,0,1,0,0,0,0,0,1024,62591.0
29,54,54,2.0,1,64,6,47737.0,40,0.0,23884,34500,1,1,20,20.0,0,0,1,0,1,0,0,0,37746.0
30,54,54,2.0,1,64,6,47737.0,40,0.0,57493,34500,1,1,20,20.0,0,0,1,0,1,0,0,0,4137.0
31,60,60,0.0,0,39,6,39819.0,44,0.0,34500,9381,0,0,24,2.0,0,1,0,0,0,0,0,1024,45168.0
,frame_info.len,frame_info.cap_len,ip.flags,ip.flags.df,ip.ttl,ip.proto,ip.checksum,ip.len,ip.dsfield,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.hdr_len,tcp.flags,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.window_size,tcp.checksum
0,60,60,2.0,1,128,6,58231.0,40,0.0,63117,22,1,1,20,16.0,0,0,0,0,1,0,0,4106,43328.0
1,146,146,2.0,1,128,6,58138.0,132,0.0,63117,22,1,1,20,24.0,0,0,0,1,1,0,0,4106,35657.0
2,154,154,2.0,1,64,6,58144.0,140,8.0,22,63117,1,93,20,24.0,0,0,0,1,1,0,0,6265,32851.0
3,146,146,2.0,1,64,6,58151.0,132,8.0,22,63117,101,93,20,24.0,0,0,0,1,1,0,0,6265,32843.0
4,60,60,2.0,1,128,6,58229.0,40,0.0,63117,22,93,193,20,16.0,0,0,0,0,1,0,0,4105,43045.0
5,146,146,2.0,1,128,6,58136.0,132,0.0,63117,22,93,193,20,24.0,0,0,0,1,1,0,0,4105,7534.0
6,154,154,2.0,1,64,6,58142.0,140,8.0,22,63117,193,185,20,24.0,0,0,0,1,1,0,0,6265,32851.0
7,60,60,2.0,1,128,6,58227.0,40,0.0,63117,22,185,293,20,16.0,0,0,0,0,1,0,0,4105,42853.0
8,146,146,2.0,1,64,6,58149.0,132,8.0,22,63117,293,185,20,24.0,0,0,0,1,1,0,0,6265,32843.0
9,60,60,2.0,1,128,6,58226.0,40,0.0,63117,22,185,385,20,16.0,0,0,0,0,1,0,0,4104,42762.0
10,186,186,2.0,1,128,6,58093.0,172,0.0,63117,22,185,385,20,24.0,0,0,0,1,1,0,0,4104,11488.0
11,54,54,2.0,1,64,6,58240.0,40,8.0,22,63117,385,317,20,16.0,0,0,0,0,1,0,0,6265,32751.0
12,146,146,2.0,1,64,6,58147.0,132,8.0,22,63117,385,317,20,24.0,0,0,0,1,1,0,0,6265,32843.0
13,60,60,2.0,1,128,6,58224.0,40,0.0,63117,22,317,477,20,16.0,0,0,0,0,1,0,0,4104,42538.0
14,84,84,2.0,1,64,6,22327.0,70,0.0,44892,80,1,1,32,24.0,0,0,0,1,1,0,0,251,48121.0
15,66,66,2.0,1,64,6,62271.0,52,0.0,80,44892,1,19,32,16.0,0,0,0,0,1,0,0,509,32893.0
16,2962,2962,2.0,1,64,6,59374.0,2948,0.0,80,44892,1,19,32,24.0,0,0,0,1,1,0,0,509,35789.0
17,2962,2962,2.0,1,64,6,59372.0,2948,0.0,80,44892,2897,19,32,24.0,0,0,0,1,1,0,0,509,35789.0
18,2962,2962,2.0,1,64,6,59370.0,2948,0.0,80,44892,5793,19,32,24.0,0,0,0,1,1,0,0,509,35789.0
19,2353,2353,2.0,1,64,6,59977.0,2339,0.0,80,44892,8689,19,32,25.0,1,0,0,1,1,0,0,509,35180.0
20,66,66,2.0,1,64,6,22344.0,52,0.0,44892,80,19,2897,32,16.0,0,0,0,0,1,0,0,249,30681.0
21,66,66,2.0,1,64,6,22343.0,52,0.0,44892,80,19,5793,32,16.0,0,0,0,0,1,0,0,249,27785.0
22,66,66,2.0,1,64,6,22342.0,52,0.0,44892,80,19,8689,32,16.0,0,0,0,0,1,0,0,249,24889.0
23,66,66,2.0,1,64,6,22341.0,52,0.0,44892,80,19,10977,32,16.0,0,0,0,0,1,0,0,249,22600.0
24,66,66,2.0,1,64,6,22340.0,52,0.0,44892,80,19,10977,32,17.0,1,0,0,0,1,0,0,249,22572.0
25,66,66,2.0,1,64,6,62262.0,52,0.0,80,44892,10977,20,32,16.0,0,0,0,0,1,0,0,509,32893.0
26,74,74,2.0,1,64,6,39710.0,60,0.0,45992,80,0,0,40,2.0,0,1,0,0,0,0,0,32120,60473.0
27,74,74,2.0,1,64,6,47717.0,60,0.0,80,45992,0,1,40,18.0,0,1,0,0,1,0,0,65160,32901.0
28,66,66,2.0,1,64,6,39717.0,52,0.0,45992,80,1,1,32,16.0,0,0,0,0,1,0,0,32128,35492.0
29,74,74,2.0,1,64,6,13600.0,60,0.0,45994,80,0,0,40,2.0,0,1,0,0,0,0,0,32120,29239.0
30,74,74,2.0,1,64,6,47717.0,60,0.0,80,45994,0,1,40,18.0,0,1,0,0,1,0,0,65160,32901.0
31,74,74,2.0,1,64,6,54462.0,60,0.0,46000,80,0,0,40,2.0,0,1,0,0,0,0,0,32120,48714.0
